Entity,Date,Summary,Key_points,Quotes,Country,enhanced_summary,enhanced_key_points
Amazon.com Inc.,2025-09-22,"Amazon.com Inc. is significantly impacted by the introduction of a $100,000 fee on H-1B visas, a move that has raised concerns among tech giants reliant on foreign talent. The company, which employs thousands of H-1B visa holders, is expected to face increased operational costs and potential staffing challenges as a result of this policy. Analysts predict that the fee could lead to a more selective hiring process, limiting access to skilled foreign workers and potentially stifling innovation within the tech sector. In response to the announcement, Amazon, along with other major tech firms, has advised its employees on H-1B visas to remain in the U.S. or return quickly if they are abroad, highlighting the urgency and disruption caused by the new regulations. The overall sentiment within the company reflects a deep concern about the long-term implications of this fee on its ability to attract and retain top talent, which is crucial for maintaining its competitive edge in the technology landscape.","['Amazon is one of the top sponsors of H-1B visas, employing over 14,000 visa holders by mid-2025.', 'The introduction of a $100,000 fee for H-1B visas is expected to increase operational costs and limit access to skilled foreign talent.', 'Amazon has advised employees on H-1B visas to remain in the U.S. or return quickly if they are abroad, indicating the urgency of the situation.', 'Analysts warn that the fee could lead to a more selective hiring process, potentially stifling innovation and affecting project timelines.', 'The policy may push companies like Amazon to consider expanding offshore capabilities instead of hiring in the U.S.']","['In response to the announcement, tech giants including Amazon, Google, and Microsoft reportedly reached out directly to employees holding H-1B visas. According to media reports, these companies advised staff to remain in the United States and avoid international travel until the new rules take effect.', 'Kathleen Brooks, research director at investment broker XTB, said: ""Although these companies [Amazon and Microsoft] have the money to afford the visas, other sectors who also rely on H-1B visas may struggle with future recruitment, for example the health care and education sectors.""', 'Amazon, the top H-1B sponsor in FY 2024 with over 9,000 approvals, faces the steepest cost burden.', 'The proposed $100,000 H-1B visa fee threatens to disrupt the U.S. tech ecosystem, where companies like Amazon, Microsoft, and TCS rely heavily on foreign talent.', 'The ability to attract top global talent has long been a key advantage for U.S. tech giants, but that equation is now being put to the test. A new $100,000 fee on H-1B visa applications has stirred unease among companies like Amazon, Microsoft, Apple, and Meta, which depend heavily on a global pool of expertise.']",United States,"Amazon.com Inc. continues to express significant concern regarding the newly introduced $100,000 fee on H-1B visas, which is expected to have profound implications for its hiring practices and operational costs. The company is one of the top sponsors of H-1B visas, employing over 14,000 visa holders by mid-2025, and the fee could lead to a more selective hiring process that limits access to skilled foreign talent. Analysts have noted that this policy may push Amazon and other tech firms to consider expanding their offshore capabilities instead of hiring domestically. The urgency of the situation is underscored by Amazon's advice to employees on H-1B visas to remain in the U.S. or return quickly if they are abroad, reflecting the potential disruption caused by the new regulations. The overall sentiment within Amazon indicates a deep concern about the long-term implications of this fee on its ability to attract and retain top talent, which is crucial for maintaining its competitive edge in the technology landscape.","['Amazon is one of the top sponsors of H-1B visas, employing over 14,000 visa holders by mid-2025, highlighting its reliance on foreign talent.', 'The policy may push companies like Amazon to consider expanding offshore capabilities instead of hiring in the U.S., indicating a strategic shift in response to the new fee.']"
Amazon.com Inc.,2025-09-23,"Amazon.com Inc. is significantly impacted by the recent introduction of a $100,000 fee on new H-1B visa applications, a move by the Trump administration aimed at curbing foreign hiring and prioritizing American workers. As the largest employer of H-1B visa holders, Amazon is positioned to absorb the increased costs, which may benefit the company in terms of attracting highly skilled workers despite the financial burden. However, the fee is expected to be crippling for startups that rely on foreign talent, highlighting a disparity in the tech industry. The company has advised its H-1B employees to remain in the U.S. or return immediately, reflecting the urgency and confusion surrounding the new regulations. The fee's implementation has raised concerns about its potential to stifle innovation and push work offshore, particularly affecting Indian IT professionals who constitute a significant portion of H-1B visa holders.","['Amazon is the largest employer of H-1B visa holders, with over 10,000 approved beneficiaries in the 2025 fiscal year.', 'The new $100,000 fee on H-1B visas is expected to be absorbable for Amazon but crippling for startups that rely on foreign specialists.', 'Amazon has instructed its H-1B employees to remain in the U.S. or return immediately due to the new visa fee regulations.', 'The fee is seen as a disruptive change for Silicon Valley, where companies like Amazon have relied on H-1B visas to recruit top talent from countries like India and China.', 'The introduction of the fee may lead to a loss of confidence in the H-1B visa program, which was previously viewed as a bridge to opportunity.']","['However, despite the high fee and layoff concerns, some immigration experts told ET that large American firms such as Amazon, Meta, and Google could actually benefit from the new H-1B visa fee changes, as they may be willing to pay the higher charges for highly skilled workers.', 'It likely brought relief for companies like Amazon, which reportedly instructed employees to return to the US immediately, or not leave the country to avoid any troubles.', 'The White House stresses the fee applies only to new applicants, not renewals, but the loss of confidence is immediate. A visa once seen as a practical bridge to opportunity has become a bridge too costly to cross.', 'The prohibitive one-time fee of $100,000 for each new H-1B visa is designed to curb foreign workers entering the US and force companies to hire locally.', 'Amazon has warned employees on H-1B and H-4 visas to remain in or return to the US amid confusion.']",United States,"Amazon.com Inc. is facing significant implications from the newly introduced $100,000 fee on new H-1B visa applications, which is part of the Trump administration's strategy to prioritize American workers and limit foreign hiring. As the largest employer of H-1B visa holders, Amazon is expected to absorb these costs, potentially allowing the company to attract highly skilled workers despite the financial burden. However, this fee poses a severe challenge for startups that depend on foreign talent, highlighting a disparity within the tech industry. The company has reiterated its advice to H-1B employees to remain in the U.S. or return immediately, emphasizing the urgency and confusion surrounding the new regulations. The fee's implementation raises concerns about stifling innovation and may lead to a loss of confidence in the H-1B visa program, which was once seen as a pathway to opportunity for many foreign workers, particularly Indian IT professionals.","['Amazon is the largest employer of H-1B visa holders, with over 10,000 approved beneficiaries in the 2025 fiscal year, indicating its significant reliance on this visa category.', 'The new $100,000 fee on H-1B visas is expected to be absorbable for Amazon but crippling for startups that rely on foreign specialists, highlighting a disparity in the tech industry.']"
Amazon.com Inc.,2025-09-24,"Amazon.com Inc. is significantly impacted by the recent introduction of a high fee on H-1B visas, which has been raised to $100,000 for new applicants. As one of the largest beneficiaries of professional immigration programs, Amazon relies heavily on foreign engineers and developers to fill critical roles in technology and innovation. The sharp increase in fees is expected to double hiring costs, prompting a reassessment of human resources strategies. This could lead to a reduction in applicant numbers and a greater reliance on overseas development centers, potentially slowing innovation and delaying product launches in key sectors such as artificial intelligence and cloud computing. While larger companies like Amazon can absorb these costs, the burden will disproportionately affect startups and smaller firms, which may struggle to compete for talent. The overall sentiment in the tech industry is one of disruption, with concerns that the new policy could lead to a brain drain and hinder America's innovation pipeline.","['Amazon heavily relies on H-1B visas to recruit foreign engineers and developers, which are crucial for filling gaps in the domestic labor market.', 'The new $100,000 fee for H-1B visas will double hiring costs for Amazon, prompting a reassessment of its human resources strategies.', 'The increase in fees may lead to a reduction in applicant numbers and a greater reliance on overseas development centers, potentially slowing innovation.', 'While Amazon can absorb the increased costs, smaller startups may find it crippling, affecting their ability to scale and compete for talent.', ""The policy is viewed as disruptive, with concerns that it could lead to a brain drain and negatively impact America's innovation pipeline.""]","['The sharp increase in fees will double hiring costs and prompt a reassessment of human resources strategies, whether by reducing applicant numbers or relying more heavily on overseas development centers in Asia and Eastern Europe.', ""As the world's largest e-commerce company and a leader in cloud computing through AWS, Amazon depends heavily on H-1B talent to maintain its edge in AI, logistics, and data analytics."", ""Experts caution that the policy will choke America's innovation pipeline. Berengenberg's Atakan Bakiskan has called it 'anti-growth policymaking' and said by making it prohibitively costly to import foreign talent and driving some international graduates out after completing their studies, 'the brain drain will weigh heavily on productivity.'""]",United States,"Amazon.com Inc. is facing significant challenges due to the recent increase of the H-1B visa fee to $100,000 for new applicants, which is expected to double hiring costs. This sharp increase is prompting the company to reassess its human resources strategies, potentially leading to a reduction in applicant numbers and a greater reliance on overseas development centers. The implications of this fee could slow innovation and delay product launches in critical sectors such as artificial intelligence and cloud computing. While Amazon may be able to absorb these costs, the burden is likely to disproportionately affect startups and smaller firms, which may struggle to compete for talent. The overall sentiment in the tech industry reflects concerns about a potential brain drain and the negative impact on America's innovation pipeline, with experts labeling the policy as 'anti-growth policymaking.'","['The increase in the H-1B visa fee to $100,000 is expected to double hiring costs for Amazon, prompting a reassessment of its human resources strategies.', ""Concerns have been raised that the new policy could lead to a brain drain and negatively impact America's innovation pipeline, with experts describing it as 'anti-growth policymaking.'""]"
Amazon.com Inc.,2025-09-25,"Amazon.com Inc. is positioned as a major player in the technology sector that will be significantly impacted by the introduction of a $100,000 fee on H-1B visa applications. The company, along with other tech giants like Microsoft and Google, is expected to absorb the costs associated with this new fee, which is aimed at discouraging the hiring of foreign workers. However, the policy poses a challenge for smaller and mid-sized businesses that rely on H-1B visa holders, potentially leading to a talent drain as other countries lower barriers for skilled professionals. The new fee is seen as a threat to America's status as a destination for global talent, with implications for innovation and hiring practices within the tech industry.","['Amazon, along with other major tech companies, may be able to absorb the new $100,000 application fee for H-1B visas, but smaller businesses may struggle.', 'The introduction of the high fee is expected to hit technology-oriented companies the hardest, as they sponsor and employ thousands of H-1B visa holders annually.', 'The new fee could discourage major tech companies from hiring foreign workers, impacting the availability of positions for Indian IT professionals who rely on H-1B sponsorships.', 'The policy change may lead to a talent vacuum in the U.S., as countries like the UK, China, and the UAE are creating more favorable conditions for skilled workers.']","['The new $100,000 application fee will hit technology-oriented companies, which sponsor and employ thousands of H-1B visa holders every year, the hardest. Major companies like Microsoft, Google, and Amazon may be able to absorb the costs, but smaller and mid-sized businesses in healthcare, engineering, and information technology may struggle to handle the potential costs of hiring new staff so frequently.', 'The policy changes would hit technology companies the hardest because they dominate the H-1B program. Amazon is the heaviest H-1B visa user, hiring 10,044 employees with H-1B visas between 2009 and June 2025, according to US Citizenship and Immigration Services.']",United States,"Amazon.com Inc. continues to be a significant player in the ongoing discussion regarding the $100,000 fee on H-1B visa applications. New information indicates that while Amazon and other major tech companies like Microsoft and Google may have the capacity to absorb the costs associated with this fee, smaller and mid-sized businesses are likely to face substantial challenges. This disparity could lead to a talent drain as other countries create more favorable conditions for skilled professionals. The introduction of the high fee is perceived as a threat to the U.S.'s attractiveness as a destination for global talent, which could have serious implications for innovation and hiring practices within the tech industry. Furthermore, the policy change is expected to disproportionately impact technology-oriented companies that heavily rely on H-1B visa holders, potentially limiting job opportunities for Indian IT professionals who depend on these sponsorships.","[""The introduction of the $100,000 fee on H-1B visas is expected to create a talent drain as other countries lower barriers for skilled professionals, impacting the U.S.'s status as a destination for global talent."", 'While major companies like Amazon may absorb the new fee, smaller and mid-sized businesses are likely to struggle with the increased costs, potentially leading to a significant impact on their hiring practices.']"
DBRS Ltd.,2025-09-24,"DBRS Ltd. expresses significant concern regarding the introduction of a high fee on H-1B visas, particularly its impact on hiring practices within the banking sector. The company highlights that the increased costs associated with H-1B visas may lead banks to seek offshore workers when necessary skills are not available domestically. This shift could particularly affect entry-level job opportunities, making it increasingly challenging to hire qualified candidates through the H-1B program.","['The new fee on H-1B visas may compel banks to hire more offshore workers if the required skills are not available in the U.S.', 'DBRS Ltd. indicates that hiring for entry-level jobs using H-1B visas becomes nearly impossible due to the new fee.']","[""The new fee may force banks to hire more offshore workers if the skills needed are difficult to find in the U.S., said Tim O'Brien, managing director, North American Financial Institution Ratings at Morningstar DBRS."", '""Hiring for entry-level jobs using H-1B becomes nearly impossible,"" said Dennes.']",Canada,"DBRS Ltd. expresses significant concern regarding the introduction of a high fee on H-1B visas, particularly its impact on hiring practices within the banking sector. The company highlights that the increased costs associated with H-1B visas may lead banks to seek offshore workers when necessary skills are not available domestically. This shift could particularly affect entry-level job opportunities, making it increasingly challenging to hire qualified candidates through the H-1B program.","['The new fee on H-1B visas may compel banks to hire more offshore workers if the required skills are not available in the U.S.', 'DBRS Ltd. indicates that hiring for entry-level jobs using H-1B visas becomes nearly impossible due to the new fee.']"
DBRS Ltd.,2025-09-25,"DBRS Ltd. is positioned to respond to the introduction of a high fee on H-1B visas by highlighting potential shifts in hiring practices within the banking sector. Tim O'Brien, managing director at DBRS, indicates that the new fee could compel banks to seek offshore workers when necessary skills are scarce in the U.S. This could lead to a significant reallocation of talent, with some global experts potentially relocating to countries like Canada. Additionally, there is a possibility that banks may choose to move certain technology functions offshore as a direct consequence of the increased costs associated with H-1B visas.","['The new fee may force banks to hire more offshore workers if the skills needed are difficult to find in the U.S.', 'Certain global experts may end up in jurisdictions outside the U.S., such as Canada, due to the new fee.', 'Some banks may also move certain tech functions offshore as a result of the high fee on H-1B visas.']","[""The new fee may force banks to hire more offshore workers if the skills needed are difficult to find in the U.S., said Tim O'Brien, managing director, North American Financial Institution Ratings at Morningstar DBRS."", ""One interesting unintended consequence may be that certain global experts may end up in jurisdictions outside the U.S., such as Canada, said O'Brien."", 'Some banks may also move certain tech functions offshore.']",Canada,"DBRS Ltd. has further articulated its concerns regarding the introduction of a high fee on H-1B visas, emphasizing potential shifts in hiring practices within the banking sector. Tim O'Brien, managing director at DBRS, noted that the new fee could lead banks to increasingly seek offshore workers when necessary skills are not available domestically. This shift may result in a significant reallocation of talent, with some global experts potentially relocating to countries like Canada. Additionally, the company highlighted that banks might consider moving certain technology functions offshore as a direct consequence of the increased costs associated with H-1B visas.","['DBRS Ltd. indicates that the new fee could lead to a significant reallocation of talent, with some global experts potentially relocating to countries like Canada.', 'The company highlights that banks may consider moving certain technology functions offshore as a direct consequence of the increased costs associated with H-1B visas.']"
Dewang,2025-09-21,"Dewang Neralla, the Founder & CEO of HiWiPay, has expressed significant concern regarding the proposed USD 100,000 annual fee for new H-1B visa petitions. He emphasizes that this fee reflects a troubling trend where global talent is becoming increasingly expensive and less mobile. This new reality could have profound implications for companies relying on H-1B workers, particularly in sectors like Information Technology and other US-facing industries. The introduction of such a high fee may lead to shifts in workforce deployment strategies among firms, as they navigate the financial implications of hiring international talent.","['Dewang Neralla highlighted that the proposed USD 100,000 fee for hiring H-1B workers indicates that global talent is becoming costlier and less mobile.', 'The introduction of the high fee could lead to shifts in how companies deploy their workforce, particularly in sectors like Information Technology and other US-facing industries.']","['Dewang Neralla, Founder & CEO of cross-border payments platform, HiWiPay, said the proposed USD 100,000 fee for hiring H-1B workers highlights a new reality--global talent is becoming costlier and less mobile.']",China,"Dewang Neralla, the Founder & CEO of HiWiPay, has expressed significant concern regarding the proposed USD 100,000 annual fee for new H-1B visa petitions. He emphasizes that this fee reflects a troubling trend where global talent is becoming increasingly expensive and less mobile. This new reality could have profound implications for companies relying on H-1B workers, particularly in sectors like Information Technology and other US-facing industries. The introduction of such a high fee may lead to shifts in workforce deployment strategies among firms, as they navigate the financial implications of hiring international talent.","['Dewang Neralla highlighted that the proposed USD 100,000 fee for hiring H-1B workers indicates that global talent is becoming costlier and less mobile.', 'The introduction of the high fee could lead to shifts in how companies deploy their workforce, particularly in sectors like Information Technology and other US-facing industries.']"
IBM Corp. Pty. Ltd.,2025-09-19,"IBM Corp. Pty. Ltd. is positioned within a landscape where the introduction of high fees on H-1B visas could significantly impact its operations. The company is part of a group of consultancies that employ a substantial number of foreign workers, primarily from India, to fulfill technical roles for American firms. The increased fees associated with H-1B visas are expected to raise the cost of hiring foreign workers, which could lead to further outsourcing and affect the company's ability to attract talent. Critics, including labor organizations, have noted that while the changes may be steps in the right direction, they advocate for reforms that prioritize visa allocation based on wage offers rather than random selection, a sentiment that reflects ongoing concerns about the H-1B visa process.","['IBM is among the consultancies that employ foreign workers, primarily from India, contracted to American firms.', 'The introduction of increased fees for H-1B visas could raise hiring costs for companies like IBM.', 'Critics, including the AFL-CIO, have called for reforms in the visa allocation process, suggesting it should be based on the highest wage offers.']","[""The increased fees could affect hiring foreign workers as it'll cost more for companies.""]",China,"IBM Corp. Pty. Ltd. is positioned within a landscape where the introduction of high fees on H-1B visas could significantly impact its operations. The company is part of a group of consultancies that employ a substantial number of foreign workers, primarily from India, to fulfill technical roles for American firms. The increased fees associated with H-1B visas are expected to raise the cost of hiring foreign workers, which could lead to further outsourcing and affect the company's ability to attract talent. Critics, including labor organizations, have noted that while the changes may be steps in the right direction, they advocate for reforms that prioritize visa allocation based on wage offers rather than random selection, a sentiment that reflects ongoing concerns about the H-1B visa process.","['IBM is among the consultancies that employ foreign workers, primarily from India, contracted to American firms.', 'The introduction of increased fees for H-1B visas could raise hiring costs for companies like IBM.', 'Critics, including the AFL-CIO, have called for reforms in the visa allocation process, suggesting it should be based on the highest wage offers.']"
IBM Corp. Pty. Ltd.,2025-09-20,"IBM Corp. Pty. Ltd. is significantly impacted by the introduction of a high fee on H-1B visas, which raises the cost of sponsoring a single applicant to $100,000. This dramatic increase is expected to reshape the hiring strategies of companies like IBM, which have historically relied on H-1B visas to employ foreign talent, particularly for roles that have been outsourced to countries such as India. The new fee structure poses a challenge for IBM and other major firms that depend on the program to fill critical positions, as the existing costs of H-1B visas already range from $1,700 to $4,500. The company, along with other technology giants, will need to reassess their approach to hiring foreign workers in light of these changes.","['IBM is among the major firms that employ a substantial number of H-1B visa holders across various sectors.', 'The new rules increase the cost for sponsoring a single H-1B applicant to $100,000, which is expected to reshape hiring practices.', 'IBM, along with other technology giants, has relied on the H-1B program to hire foreign workers, making them particularly vulnerable to the fee hike.']","['The additional charge would impact employers including technology giants such as Amazon, IBM, Microsoft and Google, which have relied on the program to hire foreign workers.', 'Employers who have depended on the program to hire foreign workers, including corporate behemoths like Amazon, IBM, Microsoft, and Google, would be affected the most by visa hike.']",China,"IBM Corp. Pty. Ltd. faces a significant challenge due to the introduction of a high fee on H-1B visas, which has increased the cost of sponsoring a single applicant to $100,000. This dramatic rise in fees is expected to reshape the hiring strategies of IBM, which has historically relied on H-1B visas to employ foreign talent, particularly for outsourced roles in countries like India. The new fee structure adds to the existing costs of H-1B visas, which already range from $1,700 to $4,500, compelling IBM and other major firms to reassess their approach to hiring foreign workers. The company is among several technology giants, including Amazon and Microsoft, that will be significantly impacted by these changes.","[""The cost for sponsoring a single H-1B applicant has increased to $100,000, which is expected to reshape IBM's hiring practices."", 'IBM, along with other major technology firms, will need to reassess their approach to hiring foreign workers due to the dramatic increase in H-1B visa fees.']"
IBM Corp. Pty. Ltd.,2025-09-21,"IBM Corp. Pty. Ltd. is part of the coalition Compete America, which has publicly called for the US administration to reconsider the introduction of a $100,000 fee on H-1B visas. The coalition argues that while there are exemptions for existing visa holders, the new fee could negatively impact American job growth and economic expansion by driving investment away from the country. Scott Corley, the Executive Director of Compete America, emphasizes that such policies do not protect American workers but rather limit opportunities and cede future competitiveness to other nations.","['IBM is a member of Compete America, which advocates against the $100,000 H-1B visa fee introduced by the US administration.', 'Compete America believes that the new fee could lead to a realignment of offshore and nearshore strategies for Indian IT firms.', 'Scott Corley, Executive Director of Compete America, stated that policies that inflate costs or deter investment do not protect American workers and limit job growth.']","['Scott Corley, Executive Director of Compete America, said he believes policies that artificially inflate costs or drive away investment from the country do not protect American workers; they limit opportunities for US job growth, shrink the economy, and cede the future to competitors abroad.']",China,"IBM Corp. Pty. Ltd. is actively involved in the coalition Compete America, which has publicly opposed the proposed $100,000 fee on H-1B visas. The coalition argues that this fee could hinder American job growth and economic expansion by discouraging investment in the U.S. Scott Corley, the Executive Director of Compete America, highlighted that such policies do not safeguard American workers but instead restrict opportunities and diminish the country's future competitiveness. This marks a new development in IBM's stance, emphasizing their collective advocacy against the fee and its potential negative implications for the U.S. economy.","['IBM is part of the coalition Compete America, which is advocating against the $100,000 fee on H-1B visas introduced by the US administration.', 'Scott Corley, Executive Director of Compete America, stated that policies inflating costs or deterring investment do not protect American workers and limit job growth.']"
IBM Corp. Pty. Ltd.,2025-09-22,"IBM Corp. Pty. Ltd. is actively evaluating alternative visa options in response to the introduction of a high fee on H-1B visas. The company is considering the L-1 visa route for managers and specialized employees, which necessitates prior overseas service. Gary Cohn, vice-chair at IBM, has defended the high fee, suggesting that it is a measure to ensure that H-1B visas are allocated to highly skilled individuals who are essential to the company and cannot be sourced from the domestic labor market.","['IBM is assessing other visa options, including the L-1 route for managers and specialized employees.', 'The L-1 visa requires at least one year of overseas service.', 'Gary Cohn defended the high fee on H-1B visas, stating it ensures visas are reserved for highly skilled individuals who cannot be hired in the US.']","['Companies are assessing other visa options, including the L-1 route for managers and employees with specialised knowledge, though it requires at least one year of overseas service.', ""Gary Cohn, vice-chair at IBM and former White House economic adviser, defended the decision, telling CBS that the fee would ensure visas are reserved for 'a highly skilled person who you need, who you cannot hire in the US.'""]",China,"IBM Corp. Pty. Ltd. is currently evaluating alternative visa options, particularly the L-1 visa route, in light of the high fees imposed on H-1B visas. This L-1 visa is intended for managers and specialized employees but requires at least one year of overseas service. Gary Cohn, vice-chair at IBM, has publicly defended the high fee, arguing that it is a necessary measure to ensure that H-1B visas are allocated to highly skilled individuals who are essential to the company and cannot be sourced from the domestic labor market. This marks a shift in IBM's strategy as they adapt to the new visa fee landscape while still emphasizing the need for skilled labor.","['IBM is actively considering the L-1 visa route for managers and specialized employees as an alternative to H-1B visas.', 'Gary Cohn defended the high fee on H-1B visas, stating it ensures that visas are reserved for highly skilled individuals who cannot be hired in the US.']"
IBM Corp. Pty. Ltd.,2025-09-23,"IBM Corp. Pty. Ltd. is positioned among the major tech firms that are likely to be impacted by the introduction of a high fee on H-1B visas. The company is part of a broader group of industry leaders, including Amazon, Microsoft, and Google, who collectively employ tens of thousands of H-1B visa holders. The White House has justified the fee increase as a measure to address 'systemic abuse' of the H-1B program and to prioritize American workers, which suggests that IBM, along with other tech companies, may face challenges in maintaining their workforce under the new policy.","['IBM is identified as one of the major tech firms that will feel the impact of the new high fee on H-1B visas.', 'The company is part of a collective group of industry leaders that employ tens of thousands of H-1B visa holders each year.', ""The White House's defense of the fee increase is aimed at curbing 'systemic abuse' of the H-1B program and prioritizing American workers.""]","[""The White House has defended the move as a way to curb 'systemic abuse' of the program and to prioritize American workers.""]",China,"IBM Corp. Pty. Ltd. is now recognized as one of the major tech firms that will be significantly affected by the introduction of high fees on H-1B visas, alongside other industry leaders like Amazon, Microsoft, and Google. This collective group employs tens of thousands of H-1B visa holders annually. The White House has justified the fee increase as a necessary measure to address 'systemic abuse' of the H-1B program and to prioritize American workers, indicating that IBM and its peers may encounter difficulties in maintaining their workforce under the new policy.","['IBM is now identified as part of a collective group of major tech firms, including Amazon, Microsoft, and Google, that employ tens of thousands of H-1B visa holders each year.', ""The White House has defended the fee increase as a measure to address 'systemic abuse' of the H-1B program and to prioritize American workers.""]"
IBM Corp. Pty. Ltd.,2025-09-24,"IBM Corp. Pty. Ltd. is positioned against the introduction of a high fee on H-1B visas, as it recognizes the potential negative impact on the U.S. economy and the technology sector. The company, along with other major firms, relies heavily on foreign talent, particularly from India, which is crucial for maintaining innovation and competitiveness. The increase in visa fees could deter top engineers, researchers, and programmers from joining American companies, thereby threatening the leadership roles that Indian-origin professionals currently hold in the tech industry.","[""IBM acknowledges that the H-1B visa fee increase could slow U.S. economic growth due to the technology sector's reliance on foreign talent, especially from India."", 'The company highlights that higher visa costs may discourage top engineers, researchers, and programmers from joining American firms, potentially affecting innovation and competitiveness.', 'IBM points out that Indian-origin professionals currently occupy leadership positions at major U.S. companies, emphasizing the importance of attracting and retaining world-class talent.']","[""Economists warn that the H-1B visa fee increase could slow U.S. economic growth, as the country's technology sector heavily depends on foreign talent, particularly from India."", 'Higher visa costs may discourage top engineers, researchers, and programmers from joining American firms, potentially affecting innovation and competitiveness.', 'Currently, Indian-origin professionals occupy leadership positions at major U.S. companies like Google, Microsoft, and IBM, while Indian doctors make up nearly 6% of the U.S. medical workforce.']",China,"IBM Corp. Pty. Ltd. has expressed concerns that the introduction of high fees on H-1B visas could negatively impact the U.S. economy and the technology sector. The company emphasizes its reliance on foreign talent, particularly from India, which is essential for maintaining innovation and competitiveness. IBM warns that the increased visa fees may deter top engineers, researchers, and programmers from joining American firms, thereby threatening the leadership roles that Indian-origin professionals currently hold in the tech industry. This highlights a growing recognition within IBM of the broader implications of the fee increase on the availability of skilled labor in the U.S.","[""IBM acknowledges that the H-1B visa fee increase could slow U.S. economic growth due to the technology sector's reliance on foreign talent, especially from India."", 'The company highlights that higher visa costs may discourage top engineers, researchers, and programmers from joining American firms, potentially affecting innovation and competitiveness.']"
Infosys Ltd.,2025-09-19,"Infosys Ltd. is positioned within a landscape where the introduction of high fees on H-1B visas could significantly impact its operations. The company, along with other consultancies, relies heavily on foreign workers, particularly from India, to fulfill technical roles for American firms. The increased fees associated with H-1B visa applications are seen as a potential barrier to hiring these foreign workers, as it raises the overall cost for companies. While there are calls for reforms in the visa allocation process, the current fee structure is already a concern for firms like Infosys that depend on a steady influx of skilled labor from abroad.","['The introduction of high fees on H-1B visas could affect hiring foreign workers, increasing costs for companies like Infosys.', 'Infosys, along with other consultancies, employs foreign workers primarily from India, contracted to American firms seeking cost savings.', 'Current fees for H-1B visa applications include $215 for lottery registration and $780 for the employer-sponsored petition.']","[""The increased fees could affect hiring foreign workers as it'll cost more for companies.""]",India,"Infosys Ltd. is positioned within a landscape where the introduction of high fees on H-1B visas could significantly impact its operations. The company, along with other consultancies, relies heavily on foreign workers, particularly from India, to fulfill technical roles for American firms. The increased fees associated with H-1B visa applications are seen as a potential barrier to hiring these foreign workers, as it raises the overall cost for companies. While there are calls for reforms in the visa allocation process, the current fee structure is already a concern for firms like Infosys that depend on a steady influx of skilled labor from abroad.","['The introduction of high fees on H-1B visas could affect hiring foreign workers, increasing costs for companies like Infosys.', 'Infosys, along with other consultancies, employs foreign workers primarily from India, contracted to American firms seeking cost savings.', 'Current fees for H-1B visa applications include $215 for lottery registration and $780 for the employer-sponsored petition.']"
Infosys Ltd.,2025-09-20,"Infosys Ltd. is significantly impacted by the introduction of a $100,000 fee on H-1B visas, as articulated by former CFO Mohandas Pai. He emphasized that this steep fee is likely to discourage companies from submitting new applications for H-1B visas, which could lead to an increase in offshoring. The new fee structure is expected to reshape hiring strategies, pushing firms to focus more on domestic talent rather than international recruitment, particularly affecting the Indian IT talent pool. The fee applies to all H-1B positions, making it financially viable primarily for high-value roles, which poses challenges for companies like Infosys that traditionally rely on H-1B visas for junior and mid-level engineers. The overall sentiment within the company and the industry suggests a cautious approach to future staffing in the U.S., with potential shifts in operational strategies to mitigate costs associated with the new visa regulations.","['The $100,000 fee for H-1B visas is considered very high and is likely to discourage companies from filing fresh applications, according to former Infosys CFO Mohandas Pai.', 'The introduction of the fee may accelerate offshoring as companies seek to reduce costs associated with hiring foreign talent.', 'Infosys, along with other major Indian IT firms, may need to reassess their U.S. staffing strategies due to the prohibitive costs of the new H-1B visa fee.', 'The fee applies to all H-1B positions, making it viable only for high-value roles, which could limit the hiring of junior and mid-level engineers that Infosys typically employs.', 'The new fee structure is expected to pivot hiring away from international recruitment towards domestic talent pipelines, significantly impacting the Indian IT talent landscape.']","[""'Now what will happen is everybody will work to increase offshoring...as it doesn’t make sense, first, you don’t get talent, second the costs are too high,' says Infy ex-CFO Pai."", ""'The U.S. move to impose a steep $100,000 annual fee on H-1B visa applicants will dampen fresh applications by companies and may accelerate offshoring in coming months,' said Mohandas Pai."", ""'The fee applies to all H-1B positions, regardless of salary or skill level, making it viable only for high-value roles.'"", ""'Companies like Infosys, TCS, and Wipro, which rely on H-1B visas to bring junior and mid-level engineers to the US, may face challenges.'"", ""'The higher cost could make H-1B hiring financially viable only for positions requiring advanced expertise.'""]",India,"Infosys Ltd. is facing significant challenges due to the introduction of a $100,000 fee on H-1B visas, as highlighted by former CFO Mohandas Pai. This steep fee is expected to discourage companies from submitting new applications for H-1B visas, potentially leading to an increase in offshoring as firms seek to mitigate costs. The fee applies to all H-1B positions, which means it will primarily benefit high-value roles, thereby limiting the hiring of junior and mid-level engineers that Infosys typically employs. The overall sentiment within the company suggests a cautious approach to future staffing in the U.S., with a shift towards domestic talent recruitment likely to reshape hiring strategies and impact the Indian IT talent pool significantly.","['The introduction of a $100,000 fee on H-1B visas is expected to discourage new applications and accelerate offshoring, according to former Infosys CFO Mohandas Pai.', 'The fee applies to all H-1B positions, making it financially viable primarily for high-value roles, which poses challenges for Infosys in hiring junior and mid-level engineers.']"
